ref_id,category,foreground,background,width,height,diameter,product_page,sub-category,image_path,page,description_gemini
123TA4593,dashboard,BLACK,WHITE,10,30,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=123TA4593,arrows,output_images\123TA4593_page22_img6.png,22.0,Black on white circular dashboard arrow label; indicates positions 1 and 2.  Purpose: To clearly mark two positions on a control or indicator.
111TA2375,dashboard,BLACK,WHITE,11,30,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=111TA2375,arrows,output_images\111TA2375_page22_img5.png,22.0,"Black on white dashboard arrow label; indicates neutral position (""N""). Purpose: To clearly mark the neutral gear position on a vehicle's dashboard."
126TA3484,dashboard,BLACK,WHITE,20,38,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=126TA3484,arrows,output_images\126TA3484_page22_img8.png,22.0,Black on white dashboard arrow decals: rabbit and tortoise icons. Purpose:  To indicate speed or rate of movement.
137TA9744,dashboard,BLACK,WHITE,26,19,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9744,arrows,output_images\137TA9744_page22_img7.png,22.0,Black on white dashboard arrow decal: Hare and tortoise symbols; Purpose:  Indicates speed settings or selectable modes.
137TA9428,dashboard,BLACK,WHITE,27,10,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9428,arrows,output_images\137TA9428_page22_img10.png,22.0,Black on white dashboard arrow; indicates bidirectional movement. Purpose: To clearly show the direction of movement in either direction on a control panel or dashboard.
111TA2655,dashboard,BLACK,WHITE,36,16,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=111TA2655,arrows,output_images\111TA2655_page22_img9.png,22.0,White on black dashboard arrow decal; indicates forward and reverse directions. Purpose: To clearly mark the directions of movement for machinery operation.
137TA9433,dashboard,BLACK,WHITE,58,22,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9433,arrows,output_images\137TA9433_page22_img2.png,22.0,Black on white dashboard arrow decal: shows left and right directional arrows with a center circle. Purpose:  To indicate directional movement options or choices on a control panel or dashboard.
137TA9429,dashboard,BLACK,WHITE,59,29,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9429,arrows,output_images\137TA9429_page22_img1.png,22.0,Black on white dashboard arrow decal; Purpose: to indicate direction.
138TA2487,dashboard,BLACK,WHITE,64,19,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA2487,arrows,output_images\138TA2487_page22_img4.jpeg,22.0,Black on white dashboard arrow decals; Purpose: to indicate direction or movement on machinery panels.
138TA1493,dashboard,BLACK,WHITE,73,36,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1493,arrows,output_images\138TA1493_page22_img3.png,22.0,Black on white dashboard arrow decal; indicates bidirectional movement. Purpose: To clearly show the direction of movement in both directions on a control panel or dashboard.
137TA9419,dashboard,BLACK,WHITE,75,26,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9419,arrows,output_images\137TA9419_page23_img20.png,23.0,Black on white dashboard arrow decal: stop and up/down directional arrows. Purpose: To indicate stop and vertical movement directions on machinery dashboards.
137TA9420,dashboard,BLACK,WHITE,85,132,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9420,arrows,output_images\137TA9420_page23_img18.png,23.0,"Black on white dashboard arrow set: down arrow, STOP, up arrow. Purpose: To indicate directional movement and operational commands on dashboards and control panels."
138TA3783,dashboard,BLACK,WHITE,100,100,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA3783,arrows,output_images\138TA3783_page23_img19.jpeg,23.0,Black on white dashboard arrow decal; illustrates directional movement and component location. Purpose: To clearly indicate the direction and position of a specific machine part or system.
138TA2748,dashboard,BLACK,YELLOW,15,30,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA2748,arrows,output_images\138TA2748_page23_img9.png,23.0,Black on yellow dashboard arrow label; indicates upward direction. Purpose: To clearly mark the upward direction on dashboards and control panels.
138TA1300,dashboard,BLACK,YELLOW,31,11,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1300,arrows,output_images\138TA1300_page23_img8.png,23.0,Black on yellow dashboard arrow decal; up and down arrows with center circle.  Purpose: To indicate upward and downward movement or direction.
137TA9435,dashboard,BLACK,YELLOW,35,35,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9435,arrows,output_images\137TA9435_page23_img11.png,23.0,Black on yellow dashboard arrow decal; Purpose: to indicate direction.
126TA9926,dashboard,BLACK,YELLOW,35,50,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=126TA9926,arrows,output_images\126TA9926_page23_img10.png,23.0,Black on yellow dashboard arrow decal; indicates 4-speed H-pattern gear shift. Purpose:  Clearly displays gear positions for improved driver understanding and vehicle operation.
138TA3031,dashboard,BLACK,YELLOW,35,50,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA3031,arrows,output_images\138TA3031_page23_img4.png,23.0,"Black on yellow dashboard arrow label: tipping hazard, indicating leftward movement.  Purpose: To warn operators of the risk of tipping and indicate the direction of potential tipping."
138TA3032,dashboard,BLACK,YELLOW,35,67,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA3032,arrows,output_images\138TA3032_page23_img2.png,23.0,Black on yellow dashboard arrow label:  indicates tipping hazard. Purpose: To warn operators of the risk of tipping equipment and indicate the direction of the hazard.
137TA9389,dashboard,BLACK,YELLOW,40,13,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9389,arrows,output_images\137TA9389_page23_img7.png,23.0,Black on yellow dashboard arrow decals; indicates forklift direction.  Purpose: To clearly show the direction of forklift movement for improved safety and operational efficiency.
137TA9427,dashboard,BLACK,YELLOW,40,50,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9427,arrows,output_images\137TA9427_page23_img13.jpeg,23.0,Black on yellow dashboard arrow decal; indicates neutral position. Purpose: To clearly mark the neutral position on machinery controls.
111TA2652,dashboard,BLACK,YELLOW,45,15,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=111TA2652,arrows,output_images\111TA2652_page23_img12.png,23.0,Black on yellow dashboard arrow label indicating adjustable seat.  Purpose: To mark the location of an adjustable seat and indicate the direction of adjustment.
138TA1291,dashboard,BLACK,YELLOW,65,0,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1291,arrows,output_images\138TA1291_page23_img15.png,23.0,Black on yellow dashboard arrow decal; indicates bidirectional movement. Purpose:  To clearly show the direction of movement in both directions on a dashboard or control panel.
138TA2662,dashboard,BLUE,BLACK,133,75,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA2662,arrows,output_images\138TA2662_page23_img14.png,23.0,Black on yellow triangular dashboard arrows; Purpose: to indicate directions or sequences on a control panel.
126TA3848,dashboard,BLUE,BLACK,137,108,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=126TA3848,arrows,output_images\126TA3848_page23_img17.png,23.0,Blue on black triangular dashboard arrow. Purpose:  Indicates direction or a change in elevation.
126TA3844,dashboard,BLUE,BLACK,170,170,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=126TA3844,arrows,output_images\126TA3844_page23_img16.png,23.0,Blue on black dashboard arrow decal; Purpose:  Indicates direction for controls or displays.
137TA9922,dashboard,BLUE,BLACK,200,152,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9922,arrows,output_images\137TA9922_page23_img3.png,23.0,Blue on black triangular dashboard arrow. Purpose:  To indicate direction or movement on a control panel.
138TA1900,dashboard,BLUE,BLACK,201,230,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1900,arrows,output_images\138TA1900_page23_img1.png,23.0,Blue on black dashboard arrow decal; Purpose: to indicate direction or operation.
137TA9923,dashboard,GREEN,unknow,115,96,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9923,arrows,output_images\137TA9923_page23_img6.png,23.0,Green on unknown background dashboard arrow decal; Purpose:  Indicates direction or flow in machinery dashboards.
126TA9526,dashboard,GREEN,unknow,213,180,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=126TA9526,arrows,output_images\126TA9526_page23_img5.png,23.0,Green on unknown background dashboard arrow decal. Purpose:  Indicates direction or flow within a machine's control panel.
126TA9524,dashboard,GREY,BLACK,0,0,22,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=126TA9524,arrows,output_images\126TA9524_page24_img13.png,24.0,Green on black dashboard arrow; purpose: to indicate direction.
138TA1593,dashboard,GREY,BLACK,0,0,29,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1593,arrows,output_images\138TA1593_page24_img11.png,24.0,Grey on black circular dashboard arrow; purpose: indicates direction of movement or operation.
139TA2836,dashboard,GREY,BLACK,18,12,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=139TA2836,arrows,output_images\139TA2836_page24_img12.png,24.0,Grey on black dashboard arrow decals; indicates reciprocal movement. Purpose: To clearly mark controls or mechanisms with bidirectional operation.
138TA1753,dashboard,GREY,BLACK,20,0,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1753,arrows,output_images\138TA1753_page24_img18.png,24.0,Grey on black dashboard arrow label; indicates alternating directional movement. Purpose: To clearly mark controls that switch between two directions.
126TA9903,dashboard,GREY,BLACK,21,15,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=126TA9903,arrows,output_images\126TA9903_page24_img17.png,24.0,Grey on black dashboard arrow decal: indicates directional choices;  Purpose: to clearly show the operator available directions.
137TA9425,dashboard,GREY,BLACK,28,50,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9425,arrows,output_images\137TA9425_page24_img20.png,24.0,Grey on black dashboard arrow decal; purpose: to indicate direction in dashboards and control panels.
126TA3767,dashboard,GREY,BLACK,30,35,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=126TA3767,arrows,output_images\126TA3767_page24_img19.png,24.0,"Grey on black dashboard arrow decals: Up, Neutral, Down; Purpose: to indicate gear positions or similar directional controls."
138TA1416,dashboard,GREY,BLACK,33,32,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1416,arrows,output_images\138TA1416_page24_img15.png,24.0,Grey on black dashboard arrow decal; indicates seat adjustment direction. Purpose: To clearly mark the direction of seat movement for ease of use.
139TA2837,dashboard,GREY,BLACK,33,32,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=139TA2837,arrows,output_images\139TA2837_page24_img14.png,24.0,"Grey on black dashboard arrow decal; indicates up, down, and tilting directions. Purpose: To clearly mark the directional controls of a machine or equipment."
138TA1316,dashboard,GREY,BLACK,0,0,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1316,arrows,output_images\138TA1316_page24_img16.png,24.0,Grey on black dashboard arrow decal; indicates direction.  Purpose: To clearly mark directional changes or pathways on dashboards.
138TA1782,dashboard,GREY,BLACK,40,19,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1782,arrows,output_images\138TA1782_page24_img6.png,24.0,Grey on black dashboard arrow decals; purpose: to indicate cyclical or continuous operation.
137TA9417,dashboard,GREY,BLACK,45,31,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9417,arrows,output_images\137TA9417_page24_img5.png,24.0,Black on white dashboard arrow decal:  Indicates bidirectional movement.  Purpose: For use in control panels to show the direction of movement of a mechanism or function.
138TA2379,dashboard,GREY,BLACK,63,30,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA2379,arrows,output_images\138TA2379_page24_img8.png,24.0,"Grey on black dashboard arrow decal; indicates up, down, and tilt directions. Purpose: To clearly show the directional movement of a control or mechanism on a machine's dashboard."
137TA9432,dashboard,GREY,BLACK,79,34,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9432,arrows,output_images\137TA9432_page24_img7.png,24.0,Grey on black dashboard arrow decal: indicates directional movement; Purpose: For use in control panels to show the direction of movement of a mechanism or to indicate the position of a switch.
138TA1274,dashboard,GREY,BLACK,79,35,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1274,arrows,output_images\138TA1274_page24_img10.jpeg,24.0,Grey on black dashboard label: forklift directional arrows and cylinder.  Purpose: To indicate forklift movement directions and potentially a gas cylinder location.
137TA9831,dashboard,GREY,BLACK,80,35,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9831,arrows,output_images\137TA9831_page24_img9.png,24.0,"Grey on black dashboard arrow decal; shows directional arrows, neutral, and parking brake symbols.  Purpose: To clearly indicate gear positions and parking brake engagement on machinery dashboards."
137TA9832,dashboard,GREY,BLACK,136,92,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9832,arrows,output_images\137TA9832_page24_img2.jpeg,24.0,"Grey on black dashboard arrow decal; indicates forward, reverse, and neutral gear positions.  Purpose: To clearly mark gear positions on machinery dashboards for improved operator understanding and safety."
138TA1322,dashboard,MIXED,BLACK,22,40,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1322,arrows,output_images\138TA1322_page24_img1.png,24.0,Dashboard arrow decal; mixed color arrows on a black background. Purpose:  Indicates directional movement or control for machinery dashboards.
123TA4605,dashboard,MIXED,BLACK,22,40,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=123TA4605,arrows,output_images\123TA4605_page24_img4.png,24.0,Black background with mixed color (orange and white) dashboard arrow decal; indicates open position. Purpose: To clearly mark the open position of a component or door on machinery dashboards.
111TA2234,dashboard,MIXED,BLACK,107,114,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=111TA2234,arrows,output_images\111TA2234_page24_img3.png,24.0,Red and white on black dashboard arrow decals; indicates direction and tilt. Purpose: For use in machinery or equipment control panels to show operational direction.
138TA2925,dashboard,MIXED,GREY,19,31,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA2925,arrows,output_images\138TA2925_page25_img20.png,25.0,MIXED on GREY dashboard arrow decal; indicates vertical and horizontal directions. Purpose:  For use in operator dashboards to clearly show directional controls.
138TA2923,dashboard,MIXED,GREY,114,31,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA2923,arrows,output_images\138TA2923_page25_img18.png,25.0,Dashboard arrow label; MIXED on GREY background; indicates direction and mail compartment location. Purpose: To clearly mark the location of a mail compartment and indicate its direction.
137TA9410,dashboard,MIXED,MIXED,0,0,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9410,arrows,output_images\137TA9410_page25_img19.png,25.0,Mixed on mixed dashboard arrow decals; directional indicators for machinery operation.  Purpose: To clearly indicate the direction of movement or operation of machinery components.
138TA2328,dashboard,MIXED,MIXED,16,61,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA2328,arrows,output_images\138TA2328_page25_img9.png,25.0,Round dashboard arrow decal; white upward arrow on black background within a light gray frame; Purpose: to indicate upward direction or movement.
138TA1239,dashboard,MIXED,MIXED,25,16,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1239,arrows,output_images\138TA1239_page25_img8.png,25.0,Mixed on mixed dashboard arrow label: up and down arrows indicating AV (forward) and AR (reverse). Purpose: To clearly indicate the direction of movement (forward and reverse) on machinery dashboards.
138TA3746,dashboard,MIXED,MIXED,44,112,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA3746,arrows,output_images\138TA3746_page25_img11.png,25.0,Mixed foreground and background dashboard arrow label; shows numbered up and down arrows. Purpose: Indicates directional movement and numbered positions for equipment operation.
138TA2796,dashboard,MIXED,MIXED,61,75,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA2796,arrows,output_images\138TA2796_page25_img10.png,25.0,"Black on white dashboard arrow decal; up and down arrows. Purpose: To indicate the direction of movement, typically used for lift mechanisms or other vertical movements."
138TA3575,dashboard,MIXED,MIXED,76,64,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA3575,arrows,output_images\138TA3575_page25_img4.png,25.0,Mixed foreground and background dashboard arrow decal; illustrates forklift tilt and seat adjustment. Purpose: To clearly show operators the correct procedures for tilting a forklift and adjusting the seat.
137TA9783,dashboard,MIXED,MIXED,95,102,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9783,arrows,output_images\137TA9783_page25_img2.png,25.0,"Dashboard arrow label; MIXED foreground and background; shows ""STOP,"" up arrow, and down arrow. Purpose: To clearly indicate stop, up, and down directions on machinery dashboards."
138TA6894,dashboard,MIXED,MIXED,96,230,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA6894,arrows,output_images\138TA6894_page25_img7.png,25.0,Red and white dashboard arrow label with a MIXED foreground and MIXED background; indicates upward and downward movement. Purpose:  To clearly show the direction of vertical movement of a mechanism or load.
138TA3015,dashboard,MIXED,MIXED,114,52,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA3015,arrows,output_images\138TA3015_page25_img13.png,25.0,"Mixed on Mixed dashboard arrow decal; up and down directional indicator. Purpose: To indicate the direction of movement, such as the raising and lowering of a component."
138TA2805,dashboard,MIXED,MIXED,114,52,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA2805,arrows,output_images\138TA2805_page25_img12.png,25.0,Mixed background and foreground forklift direction arrow dashboard label; Purpose: indicates forklift traffic flow direction and lift height.
138TA2804,dashboard,MIXED,MIXED,114,114,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA2804,arrows,output_images\138TA2804_page25_img15.png,25.0,Black on white dashboard arrow: forklift lift direction. Purpose: To indicate the direction of forklift lift operations in a warehouse or industrial setting.
137TA9989,dashboard,MIXED,MIXED,170,73,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9989,arrows,output_images\137TA9989_page25_img14.png,25.0,Mixed background and foreground dashboard arrow;  shows a black pedestrian symbol on a white background within a multi-colored arrow design. Purpose: To indicate pedestrian traffic areas or walkways on dashboards.
138TA1013,dashboard,MIXED,MIXED,225,90,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1013,arrows,output_images\138TA1013_page25_img17.png,25.0,"Dashboard arrow decal, mixed foreground and background; purpose: indicates directionality for controls or processes."
138TA6879,dashboard,MIXED,MIXED,230,100,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA6879,arrows,output_images\138TA6879_page25_img16.png,25.0,Mixed on mixed dashboard arrow; indicates opposing directional flow. Purpose: To clearly show conflicting directions or two-way movement on a control panel or dashboard.
123TA4609,dashboard,MIXED,MIXED,305,130,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=123TA4609,arrows,output_images\123TA4609_page25_img3.png,25.0,Mixed on mixed dashboard arrow decals; indicating bidirectional movement. Purpose: To clearly show the direction of movement in machinery or equipment.
137TA9416,dashboard,MIXED,MIXED,510,220,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9416,arrows,output_images\137TA9416_page25_img1.png,25.0,Mixed on mixed dashboard arrow; Purpose: to indicate direction or movement.
138TA2678,dashboard,MIXED,SILVER,20,100,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA2678,arrows,output_images\138TA2678_page25_img6.png,25.0,Mixed on silver dashboard arrow decals; indicates bidirectional movement. Purpose:  For use in control panels to show direction of movement or operation.
138TA2024,dashboard,MIXED,WHITE,96,216,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA2024,arrows,output_images\138TA2024_page25_img5.png,25.0,Mixed color on white dashboard arrow; Purpose: To indicate direction or movement on dashboards and control panels.
138TA3686,dashboard,MIXED,WHITE,113,227,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA3686,arrows,output_images\138TA3686_page26_img13.png,26.0,Red on white dashboard arrow decals; Purpose: Indicate direction or movement for machinery controls.
138TA2864,dashboard,MIXED,WHITE,210,93,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA2864,arrows,output_images\138TA2864_page26_img11.png,26.0,MIXED on WHITE dashboard arrow decal; directional indicators for controls. Purpose: To clearly mark the direction and function of various controls on a dashboard.
138TA1208,dashboard,MIXED,WHITE,210,93,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1208,arrows,output_images\138TA1208_page26_img12.png,26.0,Mixed green on white dashboard arrow; Purpose: indicates direction or movement for machine operation.
138TA1207,dashboard,RE,unknow,115,96,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1207,arrows,output_images\138TA1207_page26_img18.jpeg,26.0,Red on unknown background dashboard arrow decals; Purpose: to indicate direction or operation sequence.
126TA9525,dashboard,RE,unknow,213,180,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=126TA9525,arrows,output_images\126TA9525_page26_img17.png,26.0,Red on unknown background dashboard arrow; Purpose:  Directional indicator for dashboards and control panels.
126TA9523,dashboard,RE,GREY,0,0,63,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=126TA9523,arrows,output_images\126TA9523_page26_img20.png,26.0,Red on grey dashboard arrow; purpose: directional indicator for control panels and dashboards.
137TA9685,dashboard,SILVER,BLACK,0,0,70,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9685,arrows,output_images\137TA9685_page26_img19.jpeg,26.0,Circular dashboard arrow decal; red arrows on a silver background. Purpose:  Indicates bidirectional movement or operation.
126TA4266,dashboard,SILVER,BLACK,15,27,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=126TA4266,arrows,output_images\126TA4266_page26_img15.jpeg,26.0,Circular dashboard arrow decal; Silver arrow on a black background. Purpose:  To indicate direction on dashboards or control panels.
138TA3920,dashboard,SILVER,BLACK,26,18,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA3920,arrows,output_images\138TA3920_page26_img14.jpeg,26.0,Silver on black dashboard arrow label; indicates direction. Purpose: To clearly mark directional controls or pathways on dashboards and control panels.
123TA4611,dashboard,SILVER,BLACK,26,26,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=123TA4611,arrows,output_images\123TA4611_page26_img16.png,26.0,Black on silver dashboard arrow label; indicates reciprocating movement. Purpose: To clearly show the direction of movement for reciprocating parts on machinery dashboards.
137TA9412,dashboard,SILVER,BLACK,29,0,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9412,arrows,output_images\137TA9412_page26_img6.png,26.0,Silver on black dashboard arrow decal; indicates bidirectional movement.  Purpose: To clearly mark controls for two-way directional operation on machinery dashboards.
138TA3664,dashboard,SILVER,BLACK,30,60,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA3664,arrows,output_images\138TA3664_page26_img5.png,26.0,Silver on black dashboard arrow decals; directional indicator for equipment operation. Purpose:  Clearly indicates the direction of operation for machinery or equipment.
126TA4146,dashboard,SILVER,BLACK,45,25,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=126TA4146,arrows,output_images\126TA4146_page26_img8.png,26.0,Silver on black dashboard arrow decal: up and down directional indicator. Purpose: to indicate the direction of movement for a control or mechanism.
137TA9858,dashboard,SILVER,BLACK,45,0,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9858,arrows,output_images\137TA9858_page26_img7.png,26.0,Silver on black dashboard arrow decal; indicates directional control.  Purpose: To clearly mark the direction of control movement on machinery dashboards.
138TA2715,dashboard,SILVER,BLACK,50,40,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA2715,arrows,output_images\138TA2715_page26_img10.png,26.0,Silver on black dashboard arrow decal; directional indicator for controls. Purpose: To clearly indicate the direction of movement or operation of machinery controls.
138TA3941,dashboard,SILVER,BLACK,70,35,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA3941,arrows,output_images\138TA3941_page26_img9.png,26.0,Silver on black dashboard arrow and horn decal; Purpose: to indicate horn and directional controls.
138TA3759,dashboard,SILVER,CHROME,0,0,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA3759,arrows,output_images\138TA3759_page26_img2.png,26.0,Silver on chrome dashboard arrow decals; purpose: to indicate direction and instrument readings.
138TA1773,dashboard,VIOLET,WHITE,30,71,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA1773,arrows,output_images\138TA1773_page26_img1.jpeg,26.0,Violet on white dashboard arrow decal: up and down directional indicator. Purpose: To indicate the direction of movement for a control or mechanism.
139TA2838,dashboard,WHITE,unknow,0,18,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=139TA2838,arrows,output_images\139TA2838_page26_img4.png,26.0,White on unknown background dashboard arrow decals;  Purpose: To indicate directional movement and operation.
137TA9826,dashboard,WHITE,unknow,120,110,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9826,arrows,output_images\137TA9826_page26_img3.png,26.0,White on black dashboard arrow decals; indicates bidirectional movement. Purpose: To clearly mark areas with two-way movement on dashboards or control panels.
138TA2836,dashboard,WHITE,BLACK,0,0,20,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA2836,arrows,output_images\138TA2836_page27_img20.png,27.0,White on black dashboard arrow decal; Purpose: To indicate direction or flow within a control panel or dashboard.
126TA4214,dashboard,WHITE,BLACK,0,0,24,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=126TA4214,arrows,output_images\126TA4214_page27_img18.png,27.0,"Black background, white foreground circular dashboard arrow decal; indicates rotational direction.  Purpose: To clearly show the direction of rotation on a machine's control panel."
137TA9740,dashboard,WHITE,BLACK,0,0,31,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9740,arrows,output_images\137TA9740_page27_img19.png,27.0,White on black circular dashboard arrow decal; indicates tilting mechanism operation.  Purpose: To clearly mark the controls for tilting mechanisms on dashboards and control panels.
137TA9426,dashboard,WHITE,BLACK,0,0,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9426,arrows,output_images\137TA9426_page27_img9.png,27.0,Black on white circular dashboard arrow label; indicates seat adjustment. Purpose:  To clearly mark the controls for adjusting a seat's height.
139TA2839,dashboard,WHITE,BLACK,0,0,33,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=139TA2839,arrows,output_images\139TA2839_page27_img8.png,27.0,Black on white dashboard arrow decal; indicates up and down movement.  Purpose: To clearly show the direction of vertical movement on a control panel or dashboard.
137TA9430,dashboard,WHITE,BLACK,0,31,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9430,arrows,output_images\137TA9430_page27_img11.png,27.0,"White on black circular dashboard arrow decal; depicts rabbit, tortoise, and up/down arrows. Purpose: to indicate adjustable height settings or speed."
138TA6968,dashboard,WHITE,BLACK,16,34,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=138TA6968,arrows,output_images\138TA6968_page27_img10.png,27.0,White on black dashboard arrow decal; indicates gear shift pattern.  Purpose: To clearly mark the gear shift pattern on equipment dashboards.
137TA9857,dashboard,WHITE,BLACK,20,22,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=137TA9857,arrows,output_images\137TA9857_page27_img4.png,27.0,Black on white dashboard arrow decal; indicates direction. Purpose: To clearly show the direction of movement or operation of a machine or system.
123TA4615,dashboard,WHITE,BLACK,24,19,0,http://mytotalsource.tvh.com/Ecommerce/index.html?tvhref=123TA4615,arrows,output_images\123TA4615_page27_img2.png,27.0,"Black on white dashboard arrow label; indicates vertical movement; ""N"" for neutral.  Purpose: To clearly mark the neutral position of a vertically adjustable control."
